species	gi	accession	genome_size	group	family	boot_A	boot_B1	boot_B23	boot_C1	boot_C3	boot_E	boot_F	boot_G	class_A	class_B1	class_B23	class_C1	class_C3	class_E	class_F	class_G	predicted
Magnolia pyramidata	570759903	NC_023236.1	160025	MAG	Magnoliaceae	5.0	5.0	80.0	1.0	0.0	0.0	9.0	0.0	0.0002819594113609139	2.6704573576210386e-05	0.998083681362544	7.497834545037539e-08	0.00010755381531175309	0.0012402421307760542	1.6265310500961272e-06	0.0002581571970353499	['B23']
Eleutherococcus senticosus	359422122	NC_016430.1	156768	EUDI	Araliaceae	2.0	3.0	80.0	1.0	0.0	0.0	12.0	2.0	0.005331317558512702	0.0001759971270403746	0.9323571172200595	8.02339481841495e-06	0.0012832451135963553	0.05608968795321085	0.0007885536958063626	0.003966057936955392	['B23']
Oryza meridionalis	378758395	NC_016927.1	134558	LILI	Poaceae	2.0	7.0	75.0	1.0	1.0	0.0	14.0	0.0	2.408354768856549e-05	2.0115859145647687e-05	0.9989974837843587	9.286063488748195e-09	7.738944713711034e-05	0.000554298306922833	5.40598772928426e-06	0.0003212137809542675	['B23']
Nymphaea mexicana	669100068	NC_024542.1	159962	bMAG	Nymphaeaceae	9.0	5.0	75.0	3.0	0.0	0.0	8.0	0.0	0.0007736222576888023	1.695097149630947e-05	0.9973279298001182	2.502693833015451e-07	0.000135226645720708	0.0012619196920554865	1.7089514247370851e-06	0.0004823914121123476	['B23']
Rhodomonas salina	149071965	NC_009573.1	135854	CRYPTO	Pyrenomonadaceae	9.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.002342336388061418	7.143035420662472e-10	0.9947469991028997	4.522543779356111e-09	0.0009116932109395308	0.0019920298218819724	1.9439961666393483e-06	4.992243203585588e-06	['B23']
Triticum urartu	525782274	NC_021762.1	115773	LILI	Poaceae	12.0	4.0	79.0	0.0	1.0	0.0	4.0	0.0	0.0001252136490704075	3.2583283015723692e-06	0.9992932827816834	8.340753698644836e-09	7.915728557749125e-05	0.0003854967279579136	8.224776512836624e-07	0.00011276040900433624	['B23']
Pelargonium alternans	570880289	NC_023261.1	173374	EUDI	Geraniaceae	4.0	5.0	84.0	0.0	0.0	0.0	7.0	0.0	7.315464261977169e-06	1.5131017330551071e-06	0.9997829824368694	7.745239187597026e-10	2.6462959630620696e-05	0.00017023485651930176	3.859214323724151e-07	1.1104485029266156e-05	['B23']
Helianthus maximiliani	568245444	NC_023114.1	151007	EUDI	Asteraceae	2.0	1.0	76.0	3.0	0.0	0.0	13.0	5.0	0.03780041468318689	0.00031632305713118306	0.905901245612367	7.91156187681706e-05	0.0019311906218419138	0.04389546073445616	0.0012247476172468792	0.008851502055001898	['B23']
Camellia grandibracteata	671741909	NC_024659.1	157127	EUDI	Theaceae	4.0	4.0	75.0	1.0	1.0	0.0	14.0	1.0	0.000209432955909035	2.1782653986831157e-05	0.9860218088355079	3.491782827926563e-07	0.00018759646234676965	0.013107301935677662	1.3717238460789413e-05	0.00043801073982832465	['B23']
Didymosphenia geminata	662012825	NC_024083.1	117972	DTM	Gomphonemataceae	43.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.030156277682679162	6.086352077580984e-11	0.9689640959291262	5.593566969496741e-10	0.0008084523783929111	6.989786127726306e-05	9.403565340179645e-07	3.3517177012432937e-07	['B23']
Tetracentron sinense	511348416	NC_021425.1	164467	EUDI	Trochodendraceae	5.0	6.0	78.0	1.0	0.0	0.0	10.0	0.0	0.0005034477255899853	4.5685641957334486e-05	0.9952466357725124	6.071680300610103e-08	0.00019776978355626903	0.00378828470440645	6.041350533515942e-06	0.00021207430464113372	['B23']
Fragaria iinumae	657171703	NC_024258.1	155554	EUDI	Rosaceae	2.0	5.0	80.0	1.0	0.0	0.0	12.0	0.0	0.004790582482311507	8.35642148861669e-05	0.94745692724944	4.1681427013580355e-06	0.0009144428670204354	0.04488207325369794	8.242733824789412e-05	0.0017858144516946905	['B23']
Prunus kansuensis	628249143	NC_023956.1	157736	EUDI	Rosaceae	3.0	7.0	75.0	1.0	1.0	0.0	13.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Pleodorina starrii	484759769	NC_021109.1	269857	CPH	Volvocaceae	9.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0009979345250799084	2.6880056286534917e-09	0.9988732936226263	1.0834701115704355e-09	0.00010512461208429458	1.934042816959033e-05	3.5212124722710326e-08	4.2678284390846774e-06	['B23']
Festuca pratensis	427437051	NC_019650.1	135291	LILI	Poaceae	2.0	5.0	78.0	1.0	1.0	0.0	13.0	0.0	3.2176621657860035e-05	1.1849438200792958e-05	0.9978593690916294	2.252899653724887e-08	0.00012082474776234835	0.0013066766655838254	1.226579972263589e-05	0.0006568151064466741	['B23']
Hirtella racemosa	630716027	NC_024060.1	162891	EUDI	Chrysobalanaceae	3.0	6.0	79.0	1.0	1.0	0.0	10.0	0.0	0.0006892415057294185	4.483109135912299e-05	0.9933052799380215	1.075259488474493e-06	0.00022176081111183174	0.004701081892720646	6.953328399332769e-06	0.001029776173169879	['B23']
Emiliania huxleyi	71842220	NC_007288.1	105309	HAP	Noelaerhabdaceae	26.0	6.0	68.0	0.0	0.0	0.0	0.0	0.0	0.18234086163045005	6.06032301099159e-06	0.7889841613865117	7.308337736747051e-08	0.0036583206230668486	0.02496912997651697	5.918362758321767e-06	3.5474614307691534e-05	['B23']
Setaria italica	558603649	NC_022850.1	135516	LILI	Poaceae	6.0	6.0	79.0	1.0	0.0	0.0	8.0	0.0	5.021430633540544e-06	3.9145464006904613e-07	0.9999543032317054	7.32380286617923e-10	1.0274568045519753e-05	1.6710220372048325e-05	7.07629891888715e-08	1.3227599233955502e-05	['B23']
Sedum sarmentosum	568244626	NC_023085.1	150448	EUDI	Crassulaceae	5.0	5.0	73.0	1.0	0.0	0.0	13.0	3.0	0.00015042643979201883	2.4343679151886578e-05	0.9918139805705386	5.595605748468273e-07	0.00012131227805050667	0.007173071916351264	5.797918266674052e-06	0.0007105076372741492	['B23']
Curcuma roscoeana	567853670	NC_022928.1	159512	LILI	Zingiberaceae	6.0	5.0	86.0	1.0	0.0	0.0	2.0	0.0	1.7058320047756853e-05	3.0490609267891807e-06	0.9998827505394573	5.389751497153441e-10	2.0977148774277446e-05	6.282417371467031e-05	8.078428471369473e-08	1.325943381928374e-05	['B23']
Leptocylindrus danicus	662012956	NC_024084.1	125213	DTM	Leptocylindraceae	35.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.051750822906497976	1.3877273461517187e-09	0.9457616709829169	2.7461551005056117e-09	0.0015209117627553548	0.0009637782461841522	1.6699761484999394e-06	1.1419916144653939e-06	['B23']
Trifolium meduseum	649131750	NC_024166.1	142595	EUDI	Fabaceae	5.0	3.0	87.0	1.0	1.0	0.0	3.0	0.0	0.0006485026304329169	2.51153180988441e-06	0.9947920620658577	3.078684318943367e-07	0.00020753551297843776	0.0040728766548332115	2.9763987586783056e-06	0.00027322733689737693	['B23']
Zygnema circumcarinatum	NC_008117.1	NC_008117.1	000000	Charo	charo	4.0	14.0	68.0	9.0	0.0	0.0	1.0	4.0	0.015338800717466086	0.009748978482596106	0.5454170823480682	0.0006535153333091362	0.0015660116099846526	0.00028261279067364343	6.104697305203616e-05	0.42693195174485027	['B23']
Eucalyptus saligna	545717858	NC_022397.1	160015	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Catharanthus roseus	511348314	NC_021423.1	154950	EUDI	Apocynaceae	3.0	5.0	77.0	1.0	0.0	0.0	13.0	1.0	0.0021997022374076	0.00010147491328497392	0.9818885835974609	2.7741918276047605e-06	0.0005290346473335837	0.013711639317312622	7.281694670880306e-05	0.0014939741486638322	['B23']
Magnolia liliifera	570760077	NC_023238.1	158177	MAG	Magnoliaceae	3.0	6.0	79.0	1.0	0.0	0.0	11.0	0.0	0.0009972112527608463	8.464866058679399e-05	0.991728100410715	3.593258123880381e-07	0.0003183092494254847	0.00598776092646085	8.97625667172711e-06	0.0008746339175668761	['B23']
Danthonia californica	694137003	NC_025232.1	134191	LILI	Poaceae	1.0	2.0	81.0	3.0	1.0	0.0	11.0	1.0	0.00014843293047257347	8.928631566480706e-06	0.9957116949887274	1.3416689424873385e-06	0.00017497780843304703	0.0016793127832070997	4.07827517854441e-05	0.0022345284368654136	['B23']
Oryza australiensis	669136024	NC_024608.1	135224	LILI	Poaceae	2.0	7.0	75.0	1.0	1.0	0.0	14.0	0.0	2.907663391138694e-05	2.9868827717631715e-05	0.9987084688226759	1.3324050533032217e-08	8.219666280382743e-05	0.0007755093555031575	5.583914952170189e-06	0.0003692824583852157	['B23']
Odontella sinensis	11467432	NC_001713.1	119704	DTM	Eupodiscaceae	26.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0006903233390985978	1.1056264246351945e-11	0.9991894616802744	4.3014772680026096e-11	0.00010130969958119338	1.8822490789043297e-05	1.690287572118586e-08	6.583330999674729e-08	['B23']
Oryza glaberrima	649132463	NC_024175.1	132629	LILI	Poaceae	19.0	4.0	72.0	1.0	1.0	0.0	3.0	0.0	5.871209278156093e-05	6.358464970979707e-07	0.9998048700200362	7.136295285877814e-10	4.313194514437634e-05	6.611557853346641e-05	4.178778585650771e-07	2.6115925519168544e-05	['B23']
Vigna angularis	501594910	NC_021091.1	151683	EUDI	Fabaceae	3.0	4.0	81.0	1.0	0.0	0.0	10.0	1.0	0.0003678081252879346	1.59794698297273e-05	0.9937192936781325	3.724621547295817e-07	0.00020682601076245247	0.005248750117438855	1.0889197692666647e-05	0.00043008093870120867	['B23']
Centotheca lappacea	694136745	NC_025229.1	139464	LILI	Poaceae	4.0	6.0	77.0	1.0	1.0	0.0	11.0	0.0	1.979571597738554e-05	4.3425614802460205e-06	0.9997912697454531	4.2291567652258355e-09	3.106499263049284e-05	9.102636072029451e-05	6.15265561224256e-07	6.188112902053732e-05	['B23']
Eucalyptus regnans	545716912	NC_022386.1	160031	EUDI	Myrtaceae	7.0	6.0	73.0	1.0	1.0	0.0	11.0	1.0	0.0007576502308122228	0.00014010420666942327	0.9619410145663465	1.664214967448094e-06	0.0003238551725190968	0.03534601788029883	2.1248852260992533e-05	0.001468444876125573	['B23']
Camellia sinensis	435856351	NC_020019.1	157103	EUDI	Theaceae	4.0	4.0	75.0	1.0	1.0	0.0	14.0	1.0	0.00017722965985804212	1.595959659733957e-05	0.987501429419493	2.6170719438446536e-07	0.00018255596367848184	0.01176258789907972	1.518387731854952e-05	0.00034479187678031545	['B23']
Calocedrus formosana	568246627	NC_023121.1	127311	GYMNO	Cupressaceae	4.0	2.0	84.0	5.0	0.0	0.0	4.0	1.0	0.02448813884094499	2.4312765589318944e-06	0.9634767134752008	0.00015464925373769357	0.0005344394190243324	0.0006372940440954637	1.4151166397541315e-05	0.010692182524040214	['B23']
Penthorum chinense	568244713	NC_023086.1	156686	EUDI	Penthoraceae	2.0	4.0	80.0	1.0	0.0	0.0	11.0	2.0	0.0022610806589105762	4.632355527121172e-05	0.9569265839452664	1.9066522183770033e-06	0.000687014382303827	0.038890460433958544	5.452486119869808e-05	0.0011321055108723574	['B23']
Leersia tisserantii	374249246	NC_016677.1	136551	LILI	Poaceae	4.0	5.0	76.0	2.0	1.0	0.0	12.0	0.0	2.9680866043969666e-05	3.0949611211425378e-06	0.9997071483498469	6.75300716230869e-09	4.048493219718068e-05	0.0001339458015670208	9.827360196500938e-07	8.465560019703893e-05	['B23']
Agathis dammara	568246237	NC_023119.1	145625	GYMNO	Araucariaceae	8.0	1.0	90.0	0.0	0.0	0.0	1.0	0.0	0.0023521563120064877	2.606228695407074e-07	0.997408837957881	7.114912977352608e-08	8.889479805669512e-05	2.4126478602710566e-05	2.4265993585880364e-07	0.0001254100215178883	['B23']
Eucalyptus baxteri	545716568	NC_022382.1	160032	EUDI	Myrtaceae	7.0	6.0	73.0	1.0	1.0	0.0	11.0	1.0	0.0007576502308122228	0.00014010420666942327	0.9619410145663465	1.664214967448094e-06	0.0003238551725190968	0.03534601788029883	2.1248852260992533e-05	0.001468444876125573	['B23']
Acidosasa purpurea	340034177	NC_015820.1	139697	LILI	Poaceae	2.0	7.0	75.0	1.0	1.0	0.0	14.0	0.0	1.8809791752113083e-05	3.4862806270238886e-05	0.9987235946296261	1.1782266799329519e-08	7.286752802812957e-05	0.0006891150903422474	5.6047610049363e-06	0.0004551336107095281	['B23']
Dunaliella salina	383930345	NC_016732.1	269044	CPH	Dunaliellaceae	18.0	1.0	81.0	0.0	0.0	0.0	0.0	0.0	8.525719361025933e-10	3.402088204159982e-14	0.999999971246429	1.0083985027070194e-14	2.586021290722726e-08	1.1278302730755786e-10	4.90992777134003e-13	1.927468037069387e-09	['B23']
Fragaria mandshurica	408830302	NC_018767.1	129805	EUDI	Rosaceae	3.0	2.0	91.0	0.0	1.0	0.0	3.0	0.0	0.00357207769866254	6.941219370735252e-06	0.9518206374117395	2.5590185060745084e-06	0.0009557676654503163	0.04123404381670425	2.5371255680846925e-05	0.002382601913885878	['B23']
Cucumis hystrix	590000395	NC_023544.1	155031	EUDI	Cucurbitaceae	2.0	3.0	79.0	1.0	0.0	0.0	14.0	1.0	0.0009662383374394004	5.355358173777077e-05	0.9578025671905627	1.8555006253784582e-06	0.0006389728554811963	0.03830840019886414	0.00016992184879062057	0.0020584904864989137	['B23']
Glycine syndetika	526176311	NC_021650.1	152783	EUDI	Fabaceae	3.0	6.0	77.0	1.0	1.0	0.0	12.0	0.0	0.0006333008871034075	5.030608523752078e-05	0.9878167817763419	6.645233796544026e-07	0.00029541158354227644	0.010490278692304065	1.729693347476408e-05	0.0006959595186164318	['B23']
Aegilops bicornis	685508511	NC_024831.1	136861	LILI	Poaceae	2.0	7.0	76.0	1.0	1.0	0.0	13.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Ajuga reptans	568247051	NC_023102.1	149963	EUDI	Lamiaceae	3.0	5.0	78.0	1.0	0.0	0.0	13.0	0.0	0.00012133810697752525	1.308298679223566e-05	0.9971357682688334	9.699090470894877e-08	0.0001324079829445348	0.002372383451563123	9.472204586839283e-06	0.00021545000739773586	['B23']
Ampelocalamus calcareus	675155489	NC_024731.1	139689	LILI	Poaceae	1.0	7.0	76.0	1.0	1.0	0.0	14.0	0.0	2.5351332258764015e-05	2.8160305544762493e-05	0.9990726659671911	9.291482674241176e-09	7.332889563572722e-05	0.0005250101552054497	4.921420198537684e-06	0.0002705526324830749	['B23']
Cerataulina daemon	712911877	NC_025313.1	120144	DTM	Hemiaulaceae	36.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.003391683481047698	8.556551910859716e-11	0.9963631779365728	7.744812206964118e-11	0.00019732594792850786	4.764016744069846e-05	3.352203638968433e-08	1.3878196043260976e-07	['B23']
Phyllostachys edulis	340034006	NC_015817.1	139679	LILI	Poaceae	1.0	7.0	76.0	1.0	1.0	0.0	14.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Olyra latifolia	642276425	NC_024165.1	136785	LILI	Poaceae	3.0	5.0	81.0	0.0	1.0	0.0	10.0	0.0	9.13550668796367e-05	1.9360627491801247e-05	0.9995446050502405	9.46227465588374e-09	6.463594875194333e-05	0.0001600752958663149	1.432101424469832e-06	0.0001185264470705449	['B23']
Echinochloa oryzicola	695099230	NC_024643.2	139891	LILI	Poaceae	4.0	6.0	79.0	1.0	1.0	0.0	9.0	0.0	2.1120248366131228e-05	3.680467152199107e-06	0.9997687685794547	4.275714416441998e-09	3.419709819569922e-05	0.00010446197499802413	6.844058707101485e-07	6.708295024815933e-05	['B23']
Ectocarpus siliculosus	269100994	NC_013498.1	139954	DTM	Ectocarpaceae	10.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0015123142429919248	3.726193544327787e-11	0.9977206923284316	9.306379768343897e-10	0.00045547878807016456	0.000310333463143566	6.787389633272352e-07	5.014704994816273e-07	['B23']
Calliarthron tuberculosum	501673126	NC_021075.1	178981	RED	Corallinaceae	8.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	4.788029857318469e-05	6.957476134508579e-12	0.9999055845724558	3.385419538213032e-10	4.304710303640699e-05	3.094344385727178e-06	9.053750195882477e-08	3.0279854758234924e-07	['B23']
Phyllostachys propinqua	374249330	NC_016699.1	139704	LILI	Poaceae	1.0	7.0	76.0	1.0	1.0	0.0	14.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Ricinus communis	372450118	NC_016736.1	163161	EUDI	Euphorbiaceae	3.0	5.0	75.0	1.0	1.0	0.0	15.0	0.0	0.0006450400590759539	5.0313806554426414e-05	0.9802234836214917	1.0056313280847695e-06	0.0003163242245109978	0.017898069083682886	2.0636855884511894e-05	0.0008451267174715411	['B23']
Arabis alpina	575770986	NC_023367.1	152866	EUDI	Brassicaceae	2.0	5.0	73.0	1.0	0.0	0.0	17.0	2.0	0.00023683153164918787	0.00023166766752710736	0.9275172130588394	6.179987064841683e-06	0.0005142048605977266	0.05921890888480946	0.0007276079903355213	0.011547386019176719	['B23']
Tetraphis pellucida	657173776	NC_024291.1	127489	WRTMSS	Tetraphidaceae	4.0	0.0	90.0	0.0	0.0	0.0	6.0	0.0	1.4711281431680723e-07	1.4501017320573814e-09	0.999996089097173	1.2372290179243127e-10	1.2321186253780091e-06	4.1851142302399833e-07	2.8504284638792126e-09	2.1087357111829827e-06	['B23']
Gracilaria salicornia	595789371	NC_023785.1	179757	RED	Gracilariaceae	3.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	7.695018131319813e-06	6.078991532520212e-13	0.9999779763185145	1.2269636558508173e-11	1.3777281777944912e-05	5.10272159679315e-07	9.23463941072894e-09	3.1861899686798827e-08	['B23']
Camellia pubicosta	671743298	NC_024662.1	157076	EUDI	Theaceae	4.0	4.0	75.0	1.0	1.0	0.0	14.0	1.0	0.000209432955909035	2.1782653986831157e-05	0.9860218088355079	3.491782827926563e-07	0.00018759646234676965	0.013107301935677662	1.3717238460789413e-05	0.00043801073982832465	['B23']
Phragmites australis	563354758	NC_022958.1	137561	LILI	Poaceae	6.0	5.0	80.0	1.0	1.0	0.0	7.0	0.0	3.5313136192842356e-05	1.7087573956039372e-06	0.9998709347970228	4.167805130686899e-09	2.265157691114503e-05	2.3621538954715746e-05	1.6067404480753458e-07	4.560535167281063e-05	['B23']
Phelipanche purpurea	568246815	NC_023132.1	62891	EUDI	Orobanchaceae	29.0	1.0	40.0	11.0	2.0	0.0	2.0	15.0	1.5178987567553509e-05	6.933093258236288e-12	0.9976840883679979	0.00024494442435421646	2.3092238142393773e-05	5.3572694134790745e-05	9.795028419755856e-06	0.0019693282524504163	['B23']
Phyllostachys sulphurea	671743764	NC_024669.1	139731	LILI	Poaceae	1.0	7.0	76.0	1.0	1.0	0.0	14.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Pseudophoenix vinifera	456061637	NC_020364.1	157829	LILI	Arecaceae	2.0	4.0	84.0	1.0	1.0	0.0	8.0	0.0	0.0002105372341404083	2.8631072670734757e-05	0.9984911190979973	3.9054310028313545e-08	0.0001315343379121351	0.0007759892292035457	3.6892437334979735e-06	0.0003584607300323348	['B23']
Aegilops tauschii	533310084	NC_022133.1	114112	LILI	Poaceae	12.0	4.0	79.0	0.0	1.0	0.0	4.0	0.0	0.0001252136490704075	3.2583283015723692e-06	0.9992932827816834	8.340753698644836e-09	7.915728557749125e-05	0.0003854967279579136	8.224776512836624e-07	0.00011276040900433624	['B23']
Apopellia endiviifolia	428697659	NC_019628.1	120546	WRTMSS	Pelliaceae	1.0	7.0	87.0	0.0	0.0	0.0	5.0	0.0	0.009648935461837708	9.339384093029032e-05	0.986853569384351	1.132649979882522e-06	0.0006836981271071737	0.0017678658870426583	4.333714945073926e-05	0.0009080674993007359	['B23']
Nannochloropsis granulata	545907039	NC_022259.1	117672	DTM	Monodopsidaceae	29.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.00011933567236684485	5.475208020769766e-13	0.9998277886475736	4.013208659657924e-12	4.069135076585653e-05	1.2170281201609997e-05	4.085124302891826e-09	9.958406983272537e-09	['B23']
Eucalyptus sieberi	545716740	NC_022384.1	159985	EUDI	Myrtaceae	7.0	6.0	73.0	1.0	1.0	0.0	11.0	1.0	0.0007576502308122228	0.00014010420666942327	0.9619410145663465	1.664214967448094e-06	0.0003238551725190968	0.03534601788029883	2.1248852260992533e-05	0.001468444876125573	['B23']
Cyanidium caldarium	11465393	NC_001840.1	164921	RED	Cyanidiaceae	17.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	4.891495860489051e-08	1.166738534135215e-16	0.9999989975353061	1.6533559990829422e-13	9.486390264813893e-07	1.0872957302656819e-09	2.6947728398204667e-09	1.1284745919531266e-09	['B23']
Puelia olyriformis	586929210	NC_023449.1	140344	LILI	Poaceae	7.0	3.0	71.0	4.0	1.0	1.0	13.0	0.0	1.5031153659419656e-05	5.896771679931145e-07	0.9998581522850085	1.400616309770166e-08	1.533400183021783e-05	2.1365160433332858e-05	3.1177916212828074e-07	8.920193657540806e-05	['B23']
Angophora costata	545719148	NC_022412.1	160326	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Euglena viridis	498662898	NC_020460.2	91616	EUG	Euglenaceae	13.0	0.0	82.0	2.0	1.0	0.0	2.0	0.0	6.963388068405997e-07	5.2211881484381716e-12	0.999990035041295	4.040244659516529e-09	2.6147140778814613e-06	3.619207653518553e-06	5.668017636673265e-09	3.0249846831164017e-06	['B23']
Gossypium raimondii	372290914	NC_016668.1	160161	EUDI	Malvaceae	3.0	6.0	74.0	1.0	0.0	0.0	15.0	1.0	0.0005697647602023406	4.5737316791062945e-05	0.9838088431490873	6.829705944032111e-07	0.00030791444912409263	0.014590844013485257	1.9802538313542574e-05	0.0006564108024017771	['B23']
Erycina pusilla	395001654	NC_018114.1	143164	LILI	Orchidaceae	9.0	5.0	77.0	3.0	1.0	0.0	4.0	1.0	0.0003841930937547154	1.953392659296986e-06	0.9990472320101187	1.53620525388123e-07	7.765708294451208e-05	0.0002133202093696531	9.308512443129091e-07	0.0002745597393834373	['B23']
Amentotaxus formosana	697964921	NC_024945.1	136430	GYMNO	Taxaceae	3.0	0.0	94.0	2.0	0.0	0.0	1.0	0.0	0.030420827273475493	1.5324877192688537e-05	0.9646948991198218	8.298737751430302e-06	0.0007314309936228421	0.002015127179258054	6.514747890462715e-06	0.0021075770709872315	['B23']
Corymbia eximia	545718890	NC_022409.1	160012	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Pleioblastus maculatus	675155300	NC_024723.1	139720	LILI	Poaceae	2.0	7.0	75.0	1.0	1.0	0.0	14.0	0.0	1.8809791752113083e-05	3.4862806270238886e-05	0.9987235946296261	1.1782266799329519e-08	7.286752802812957e-05	0.0006891150903422474	5.6047610049363e-06	0.0004551336107095281	['B23']
Aegilops geniculata	568244975	NC_023097.1	113893	LILI	Poaceae	12.0	4.0	79.0	0.0	1.0	0.0	4.0	0.0	0.0001252136490704075	3.2583283015723692e-06	0.9992932827816834	8.340753698644836e-09	7.915728557749125e-05	0.0003854967279579136	8.224776512836624e-07	0.00011276040900433624	['B23']
Solanum pennellii	669021161	NC_024584.1	155381	EUDI	Solanaceae	3.0	8.0	74.0	1.0	1.0	0.0	12.0	1.0	0.0024696434306602094	0.00018161444915781676	0.9700284832177272	2.119956210691384e-06	0.0005823012968737844	0.025104672822932217	4.42040668750009e-05	0.00158696075956321	['B23']
Eucalyptus elata	545716826	NC_022385.1	159899	EUDI	Myrtaceae	7.0	6.0	73.0	1.0	1.0	0.0	11.0	1.0	0.0007576502308122228	0.00014010420666942327	0.9619410145663465	1.664214967448094e-06	0.0003238551725190968	0.03534601788029883	2.1248852260992533e-05	0.001468444876125573	['B23']
Primula poissonii	669100158	NC_024543.1	151664	EUDI	Primulaceae	3.0	11.0	69.0	1.0	1.0	0.0	14.0	1.0	0.0007412148031032183	0.0006443096042642594	0.9305498213738589	2.127714048574961e-06	0.0006127267991932741	0.06337842307478661	0.00019307712730301082	0.0038782995034420996	['B23']
Glycine tomentella	520850563	NC_021636.1	152728	EUDI	Fabaceae	3.0	6.0	77.0	1.0	1.0	0.0	12.0	0.0	0.0006333008871034075	5.030608523752078e-05	0.9878167817763419	6.645233796544026e-07	0.00029541158354227644	0.010490278692304065	1.729693347476408e-05	0.0006959595186164318	['B23']
Eucalyptus verrucata	545716482	NC_022381.1	160109	EUDI	Myrtaceae	7.0	6.0	73.0	1.0	1.0	0.0	11.0	1.0	0.0007576502308122228	0.00014010420666942327	0.9619410145663465	1.664214967448094e-06	0.0003238551725190968	0.03534601788029883	2.1248852260992533e-05	0.001468444876125573	['B23']
Magnolia yunnanensis	669100337	NC_024545.1	160085	MAG	Magnoliaceae	7.0	2.0	79.0	2.0	0.0	0.0	10.0	0.0	4.2893081735430216e-05	3.0748172415976452e-06	0.9995670052076027	1.0772538121794886e-08	3.563322072138807e-05	0.0002826630618731887	3.1944882607503234e-07	6.840038946150136e-05	['B23']
Brassaiopsis hainla	558602891	NC_022811.1	156459	EUDI	Araliaceae	2.0	3.0	79.0	1.0	0.0	0.0	13.0	2.0	0.0046026546774562	0.00016149099345663396	0.9343328984730085	6.69594199524221e-06	0.001234968157898358	0.055298478326949466	0.0007790322724733703	0.0035837811567621873	['B23']
Millettia pinnata	389604315	NC_016708.2	152968	EUDI	Fabaceae	5.0	4.0	80.0	1.0	1.0	0.0	9.0	0.0	0.00043944442559911605	2.5927792465703377e-05	0.9888684100301475	1.1809605980295991e-06	0.000190866217831621	0.00947759402859674	7.721986967824328e-06	0.000988854557793609	['B23']
Helianthus decapetalus	568245272	NC_023110.1	151048	EUDI	Asteraceae	2.0	1.0	76.0	3.0	0.0	0.0	13.0	5.0	0.03780041468318689	0.00031632305713118306	0.905901245612367	7.91156187681706e-05	0.0019311906218419138	0.04389546073445616	0.0012247476172468792	0.008851502055001898	['B23']
Brassica napus	383930428	NC_016734.1	152860	EUDI	Brassicaceae	2.0	4.0	72.0	2.0	0.0	0.0	18.0	2.0	0.00044914491128712227	0.00014865390091285937	0.9419814324107348	6.0926201242371324e-06	0.0006048053335715843	0.04810375939848879	0.0007769367851216457	0.007929174639758983	['B23']
